 18 1001
Lastname Firstname
NCAR Research Aviation Facility
75275 15.492838 -158.835846 6944.099609
75276 15.491105 -158.836960 6935.750000
75277 15.489372 -158.838074 6927.450195
75278 15.487638 -158.839172 6919.250000
75279 15.485903 -158.840271 6911.100098
75280 15.484169 -158.841370 6902.799805
75281 15.482434 -158.842484 6894.400391
75282 15.480698 -158.843597 6886.100098
75283 15.478962 -158.844696 6877.899902
75284 15.477226 -158.845795 6869.799805
75285 15.475489 -158.846893 6861.799805
75286 15.473751 -158.848007 6853.750000
75287 15.472013 -158.849121 6845.650391
75288 15.470274 -158.850220 6837.549805
75289 15.468534 -158.851318 6829.450195
75290 15.466793 -158.852448 6821.349609
75291 15.465053 -158.853546 6813.250000
75292 15.463310 -158.854645 6805.100098
75293 15.461567 -158.855774 6797.000000
75294 15.459824 -158.856873 6789.049805
75295 15.458079 -158.857971 6781.049805
75296 15.456334 -158.859100 6773.000000
75297 15.454589 -158.860199 6764.899902
75298 15.452843 -158.861328 6756.750000
75299 15.451097 -158.862427 6748.700195
75300 15.449348 -158.863525 6740.700195
75301 15.447601 -158.864655 6732.700195
75302 15.445852 -158.865753 6724.700195
75303 15.444103 -158.866882 6716.750000
75304 15.442354 -158.867981 6708.799805
75305 15.440603 -158.869110 6700.799805
75306 15.438852 -158.870209 6692.750000
75307 15.437101 -158.871338 6684.650391
75308 15.435349 -158.872437 6676.500000
75309 15.433596 -158.873566 6668.349609
75310 15.431843 -158.874680 6660.250000
75311 15.430090 -158.875793 6652.100098
75312 15.428337 -158.876923 6643.799805
75313 15.426583 -158.878021 6635.450195
75314 15.424829 -158.879150 6627.149902
75315 15.423075 -158.880249 6618.850098
75316 15.421322 -158.881378 6610.650391
75317 15.419567 -158.882492 6602.500000
75318 15.417813 -158.883606 6594.450195
75319 15.416059 -158.884735 6586.500000
75320 15.414305 -158.885834 6578.549805
75321 15.412552 -158.886963 6570.600098
75322 15.410797 -158.888062 6562.600098
75323 15.409043 -158.889191 6554.500000
75324 15.407291 -158.890289 6546.349609
75325 15.405539 -158.891418 6538.200195
75326 15.403788 -158.892517 6530.049805
75327 15.402037 -158.893646 6521.899902
75328 15.400284 -158.894745 6513.599609
75329 15.398533 -158.895874 6505.149902
75330 15.396784 -158.896973 6496.799805
75331 15.395035 -158.898102 6488.500000
75332 15.393286 -158.899200 6480.049805
75333 15.391539 -158.900330 6471.599609
75334 15.389791 -158.901428 6463.099609
75335 15.388046 -158.902557 6454.500000
75336 15.386301 -158.903656 6445.900391
75337 15.384557 -158.904770 6437.350098
75338 15.382814 -158.905884 6428.950195
75339 15.381073 -158.906982 6420.599609
75340 15.379332 -158.908096 6412.299805
75341 15.377592 -158.909210 6404.000000
75342 15.375854 -158.910309 6395.700195
75343 15.374117 -158.911407 6387.500000
75344 15.372381 -158.912521 6379.399902
75345 15.370646 -158.913620 6371.349609
75346 15.368913 -158.914734 6363.149902
75347 15.367181 -158.915833 6354.850098
75348 15.365450 -158.916931 6346.549805
75349 15.363721 -158.918030 6338.200195
75350 15.361992 -158.919128 6329.799805
75351 15.360265 -158.920227 6321.400391
75352 15.358540 -158.921326 6313.000000
75353 15.356815 -158.922424 6304.549805
75354 15.355093 -158.923523 6296.200195
75355 15.353371 -158.924622 6287.950195
75356 15.351649 -158.925720 6279.649902
75357 15.349928 -158.926819 6271.350098
75358 15.348209 -158.927902 6263.000000
75359 15.346491 -158.929001 6254.649902
75360 15.344773 -158.930084 6246.250000
75361 15.343056 -158.931183 6237.850098
75362 15.341339 -158.932281 6229.500000
75363 15.339623 -158.933380 6221.149902
75364 15.337908 -158.934448 6212.899902
75365 15.336193 -158.935547 6204.799805
75366 15.334477 -158.936646 6196.849609
75367 15.332763 -158.937714 6188.950195
75368 15.331049 -158.938812 6181.049805
75369 15.329334 -158.939911 6173.150391
75370 15.327621 -158.940979 6165.200195
75371 15.325909 -158.942078 6157.100098
75372 15.324197 -158.943176 6148.950195
75373 15.322483 -158.944260 6140.799805
75374 15.320770 -158.945343 6132.549805
75375 15.319057 -158.946442 6124.250000
75376 15.317343 -158.947510 6115.900391
75377 15.315630 -158.948608 6107.500000
75378 15.313917 -158.949692 6099.099609
75379 15.312203 -158.950775 6090.700195
75380 15.310490 -158.951874 6082.299805
75381 15.308777 -158.952942 6073.950195
75382 15.307064 -158.954041 6065.649902
75383 15.305349 -158.955139 6057.399902
75384 15.303637 -158.956207 6049.250000
75385 15.301924 -158.957306 6041.250000
75386 15.300210 -158.958374 6033.349609
75387 15.298496 -158.959473 6025.500000
75388 15.296783 -158.960571 6017.700195
75389 15.295071 -158.961639 6009.899902
75390 15.293358 -158.962738 6002.049805
75391 15.291645 -158.963837 5994.150391
75392 15.289932 -158.964905 5986.150391
75393 15.288219 -158.966003 5978.049805
75394 15.286509 -158.967072 5969.850098
75395 15.284797 -158.968170 5961.500000
75396 15.283086 -158.969269 5953.149902
75397 15.281376 -158.970337 5944.899902
75398 15.279667 -158.971436 5936.599609
75399 15.277958 -158.972504 5928.049805
75400 15.276250 -158.973602 5919.350098
75401 15.274544 -158.974670 5910.700195
75402 15.272838 -158.975769 5902.200195
75403 15.271133 -158.976837 5893.799805
75404 15.269431 -158.977921 5885.500000
75405 15.267731 -158.979004 5877.299805
75406 15.266029 -158.980072 5869.150391
75407 15.264331 -158.981155 5860.900391
75408 15.262633 -158.982239 5852.549805
75409 15.260937 -158.983307 5844.349609
75410 15.259243 -158.984375 5836.250000
75411 15.257551 -158.985458 5828.100098
75412 15.255860 -158.986526 5819.850098
75413 15.254171 -158.987610 5811.600098
75414 15.252483 -158.988678 5803.299805
75415 15.250799 -158.989746 5794.950195
75416 15.249116 -158.990814 5786.750000
75417 15.247435 -158.991882 5778.600098
75418 15.245753 -158.992950 5770.450195
75419 15.244075 -158.994019 5762.299805
75420 15.242398 -158.995071 5754.100098
75421 15.240723 -158.996140 5745.899902
75422 15.239051 -158.997208 5737.700195
75423 15.237379 -158.998260 5729.500000
75424 15.235709 -158.999329 5721.149902
75425 15.234041 -159.000397 5712.700195
75426 15.232373 -159.001450 5704.350098
75427 15.230707 -159.002502 5696.049805
75428 15.229043 -159.003571 5687.799805
75429 15.227380 -159.004623 5679.549805
75430 15.225718 -159.005676 5671.349609
75431 15.224056 -159.006744 5663.149902
75432 15.222397 -159.007782 5654.899902
75433 15.220737 -159.008850 5646.750000
75434 15.219080 -159.009888 5638.600098
75435 15.217422 -159.010956 5630.250000
75436 15.215767 -159.011993 5621.799805
75437 15.214113 -159.013062 5613.450195
75438 15.212459 -159.014099 5605.099609
75439 15.210805 -159.015137 5596.799805
75440 15.209152 -159.016205 5588.700195
75441 15.207500 -159.017242 5580.650391
75442 15.205847 -159.018311 5572.600098
75443 15.204194 -159.019348 5564.600098
75444 15.202541 -159.020386 5556.650391
75445 15.200889 -159.021454 5548.700195
75446 15.199236 -159.022491 5540.700195
75447 15.197584 -159.023544 5532.650391
75448 15.195931 -159.024597 5524.549805
75449 15.194279 -159.025635 5516.450195
75450 15.192627 -159.026703 5508.450195
75451 15.190974 -159.027740 5500.549805
75452 15.189322 -159.028778 5492.750000
75453 15.187668 -159.029846 5485.049805
75454 15.186014 -159.030884 5477.400391
75455 15.184361 -159.031937 5469.750000
75456 15.182706 -159.032990 5462.049805
75457 15.181051 -159.034027 5454.200195
75458 15.179398 -159.035095 5446.150391
75459 15.177744 -159.036133 5437.900391
75460 15.176089 -159.037170 5429.450195
75461 15.174435 -159.038239 5420.950195
75462 15.172782 -159.039276 5412.400391
75463 15.171128 -159.040344 5403.799805
75464 15.169476 -159.041382 5395.299805
75465 15.167822 -159.042435 5386.850098
75466 15.166168 -159.043488 5378.400391
75467 15.164515 -159.044525 5370.100098
75468 15.162860 -159.045593 5361.850098
75469 15.161207 -159.046631 5353.600098
75470 15.159554 -159.047684 5345.350098
75471 15.157900 -159.048737 5337.100098
75472 15.156246 -159.049774 5328.799805
75473 15.154594 -159.050842 5320.450195
75474 15.152943 -159.051880 5312.099609
75475 15.151292 -159.052917 5303.649902
75476 15.149642 -159.053970 5295.250000
75477 15.147993 -159.055023 5286.900391
75478 15.146344 -159.056061 5278.500000
75479 15.144695 -159.057098 5270.099609
75480 15.143049 -159.058151 5261.700195
75481 15.141404 -159.059204 5253.350098
75482 15.139760 -159.060242 5245.100098
75483 15.138117 -159.061279 5236.850098
75484 15.136475 -159.062332 5228.549805
75485 15.134836 -159.063370 5220.200195
75486 15.133200 -159.064407 5211.799805
75487 15.131565 -159.065460 5203.350098
75488 15.129933 -159.066498 5194.900391
75489 15.128304 -159.067535 5186.549805
75490 15.126675 -159.068573 5178.200195
75491 15.125050 -159.069595 5169.899902
75492 15.123425 -159.070633 5161.799805
75493 15.121801 -159.071655 5153.950195
75494 15.120180 -159.072693 5146.150391
75495 15.118561 -159.073730 5138.250000
75496 15.116943 -159.074738 5130.299805
75497 15.115325 -159.075775 5122.250000
75498 15.113708 -159.076813 5114.200195
75499 15.112095 -159.077820 5106.100098
75500 15.110480 -159.078857 5097.899902
75501 15.108867 -159.079865 5089.649902
75502 15.107254 -159.080902 5081.299805
75503 15.105642 -159.081909 5072.900391
75504 15.104032 -159.082947 5064.549805
75505 15.102422 -159.083954 5056.250000
75506 15.100813 -159.084991 5047.950195
75507 15.099205 -159.085999 5039.700195
75508 15.097599 -159.087036 5031.450195
75509 15.095993 -159.088043 5023.149902
75510 15.094387 -159.089081 5014.899902
75511 15.092783 -159.090088 5006.700195
75512 15.091181 -159.091095 4998.600098
75513 15.089579 -159.092133 4990.500000
75514 15.087976 -159.093140 4982.250000
75515 15.086377 -159.094147 4973.950195
75516 15.084779 -159.095169 4965.700195
75517 15.083181 -159.096191 4957.549805
75518 15.081585 -159.097198 4949.399902
75519 15.079988 -159.098206 4941.250000
75520 15.078395 -159.099228 4933.049805
75521 15.076801 -159.100235 4924.750000
75522 15.075209 -159.101257 4916.450195
75523 15.073616 -159.102264 4908.200195
75524 15.072025 -159.103271 4900.000000
75525 15.070435 -159.104279 4891.799805
75526 15.068846 -159.105286 4883.600098
75527 15.067257 -159.106293 4875.350098
75528 15.065669 -159.107300 4867.100098
75529 15.064081 -159.108307 4858.850098
75530 15.062496 -159.109314 4850.549805
75531 15.060911 -159.110321 4842.299805
75532 15.059326 -159.111328 4834.049805
75533 15.057741 -159.112335 4825.750000
75534 15.056158 -159.113327 4817.500000
75535 15.054576 -159.114334 4809.349609
75536 15.052994 -159.115341 4801.200195
75537 15.051413 -159.116333 4793.049805
75538 15.049831 -159.117340 4784.899902
75539 15.048252 -159.118347 4776.799805
75540 15.046671 -159.119339 4768.799805
75541 15.045094 -159.120331 4760.899902
75542 15.043516 -159.121338 4753.049805
75543 15.041939 -159.122345 4745.100098
75544 15.040364 -159.123337 4737.150391
75545 15.038790 -159.124329 4729.150391
75546 15.037216 -159.125336 4721.100098
75547 15.035644 -159.126343 4713.049805
75548 15.034071 -159.127335 4704.799805
75549 15.032499 -159.128326 4696.450195
75550 15.030929 -159.129333 4688.049805
75551 15.029358 -159.130310 4679.549805
75552 15.027789 -159.131317 4671.049805
75553 15.026222 -159.132324 4662.549805
75554 15.024654 -159.133301 4654.000000
75555 15.023088 -159.134308 4645.450195
75556 15.021523 -159.135284 4637.049805
75557 15.019958 -159.136292 4628.750000
75558 15.018396 -159.137268 4620.450195
75559 15.016833 -159.138275 4612.250000
75560 15.015270 -159.139252 4604.100098
75561 15.013708 -159.140259 4596.000000
75562 15.012147 -159.141235 4588.000000
75563 15.010586 -159.142227 4580.000000
75564 15.009026 -159.143219 4572.000000
75565 15.007467 -159.144196 4564.000000
75566 15.005909 -159.145203 4555.950195
75567 15.004351 -159.146179 4547.899902
75568 15.002793 -159.147156 4539.799805
75569 15.001237 -159.148163 4531.650391
75570 14.999680 -159.149139 4523.500000
75571 14.998124 -159.150116 4515.349609
75572 14.996569 -159.151108 4507.099609
75573 14.995014 -159.152100 4498.799805
75574 14.993462 -159.153076 4490.549805
75575 14.991909 -159.154053 4482.250000
75576 14.990356 -159.155045 4473.950195
75577 14.988806 -159.156036 4465.700195
75578 14.987255 -159.157013 4457.500000
75579 14.985706 -159.157990 4449.349609
75580 14.984159 -159.158981 4441.149902
75581 14.982612 -159.159973 4432.950195
75582 14.981066 -159.160950 4424.799805
75583 14.979522 -159.161926 4416.549805
75584 14.977978 -159.162918 4408.450195
75585 14.976436 -159.163910 4400.450195
75586 14.974894 -159.164886 4392.349609
75587 14.973353 -159.165863 4384.250000
75588 14.971814 -159.166840 4376.150391
75589 14.970276 -159.167816 4368.049805
75590 14.968739 -159.168808 4359.950195
75591 14.967205 -159.169785 4351.750000
75592 14.965672 -159.170761 4343.400391
75593 14.964140 -159.171722 4335.000000
75594 14.962610 -159.172699 4326.599609
75595 14.961084 -159.173676 4318.149902
75596 14.959560 -159.174652 4309.649902
75597 14.958037 -159.175613 4301.000000
75598 14.956516 -159.176575 4292.299805
75599 14.954998 -159.177551 4283.750000
75600 14.953481 -159.178497 4275.250000
75601 14.951967 -159.179474 4266.850098
75602 14.950458 -159.180420 4258.650391
75603 14.948950 -159.181396 4250.500000
75604 14.947443 -159.182343 4242.299805
75605 14.945940 -159.183304 4234.049805
75606 14.944439 -159.184265 4225.849609
75607 14.942940 -159.185211 4217.700195
75608 14.941442 -159.186157 4209.549805
75609 14.939947 -159.187119 4201.399902
75610 14.938454 -159.188065 4193.200195
75611 14.936962 -159.189011 4185.000000
75612 14.935474 -159.189957 4176.849609
75613 14.933987 -159.190903 4168.649902
75614 14.932503 -159.191833 4160.350098
75615 14.931021 -159.192780 4151.950195
75616 14.929541 -159.193726 4143.500000
75617 14.928063 -159.194672 4135.099609
75618 14.926588 -159.195602 4126.700195
75619 14.925114 -159.196533 4118.350098
75620 14.923643 -159.197479 4110.150391
75621 14.922174 -159.198395 4102.100098
75622 14.920707 -159.199341 4094.149902
75623 14.919242 -159.200256 4086.199951
75624 14.917780 -159.201202 4078.149902
75625 14.916319 -159.202118 4070.100098
75626 14.914860 -159.203049 4062.100098
75627 14.913403 -159.203979 4054.000000
75628 14.911947 -159.204895 4045.750000
75629 14.910494 -159.205811 4037.450195
75630 14.909043 -159.206741 4029.300049
75631 14.907595 -159.207657 4021.300049
75632 14.906147 -159.208572 4013.300049
75633 14.904703 -159.209488 4005.300049
75634 14.903261 -159.210403 3997.300049
75635 14.901821 -159.211319 3989.200195
75636 14.900383 -159.212234 3980.950195
75637 14.898946 -159.213150 3972.649902
75638 14.897511 -159.214066 3964.300049
75639 14.896078 -159.214966 3956.000000
75640 14.894646 -159.215881 3947.799805
75641 14.893216 -159.216797 3939.600098
75642 14.891788 -159.217697 3931.449951
75643 14.890363 -159.218597 3923.449951
75644 14.888939 -159.219513 3915.550049
75645 14.887516 -159.220413 3907.649902
75646 14.886095 -159.221313 3899.799805
75647 14.884678 -159.222229 3891.850098
75648 14.883260 -159.223114 3883.750000
75649 14.881844 -159.224030 3875.549805
75650 14.880431 -159.224915 3867.250000
75651 14.879019 -159.225800 3859.000000
75652 14.877608 -159.226715 3850.799805
75653 14.876200 -159.227600 3842.600098
75654 14.874794 -159.228485 3834.399902
75655 14.873389 -159.229401 3826.250000
75656 14.871986 -159.230286 3818.149902
75657 14.870584 -159.231171 3810.050049
75658 14.869184 -159.232056 3801.899902
75659 14.867785 -159.232956 3793.750000
75660 14.866388 -159.233841 3785.699951
75661 14.864992 -159.234726 3777.699951
75662 14.863596 -159.235611 3769.649902
75663 14.862204 -159.236496 3761.500000
75664 14.860811 -159.237381 3753.250000
75665 14.859422 -159.238251 3745.000000
75666 14.858033 -159.239136 3736.799805
75667 14.856647 -159.240021 3728.600098
75668 14.855263 -159.240891 3720.500000
75669 14.853881 -159.241760 3712.500000
75670 14.852501 -159.242645 3704.550049
75671 14.851121 -159.243530 3696.600098
75672 14.849743 -159.244400 3688.649902
75673 14.848368 -159.245270 3680.799805
75674 14.846992 -159.246155 3673.000000
75675 14.845619 -159.247009 3665.100098
75676 14.844248 -159.247894 3657.100098
75677 14.842878 -159.248779 3649.050049
75678 14.841509 -159.249634 3641.000000
75679 14.840141 -159.250519 3632.949951
75680 14.838777 -159.251373 3624.850098
75681 14.837414 -159.252258 3616.750000
75682 14.836051 -159.253113 3608.600098
75683 14.834690 -159.253967 3600.300049
75684 14.833331 -159.254852 3591.950195
75685 14.831972 -159.255707 3583.649902
75686 14.830616 -159.256577 3575.399902
75687 14.829260 -159.257446 3567.100098
75688 14.827906 -159.258301 3558.799805
75689 14.826552 -159.259155 3550.549805
75690 14.825201 -159.260010 3542.399902
75691 14.823851 -159.260864 3534.500000
75692 14.822501 -159.261734 3526.750000
75693 14.821154 -159.262589 3519.100098
75694 14.819807 -159.263428 3511.399902
75695 14.818463 -159.264282 3503.550049
75696 14.817122 -159.265137 3495.649902
75697 14.815781 -159.265991 3487.699951
75698 14.814442 -159.266830 3479.649902
75699 14.813105 -159.267685 3471.450195
75700 14.811769 -159.268539 3463.100098
75701 14.810436 -159.269379 3454.750000
75702 14.809104 -159.270233 3446.500000
75703 14.807773 -159.271088 3438.350098
75704 14.806442 -159.271912 3430.300049
75705 14.805113 -159.272766 3422.350098
75706 14.803783 -159.273605 3414.449951
75707 14.802458 -159.274445 3406.449951
75708 14.801132 -159.275299 3398.350098
75709 14.799809 -159.276123 3390.300049
75710 14.798489 -159.276978 3382.200195
75711 14.797169 -159.277802 3374.000000
75712 14.795851 -159.278656 3365.699951
75713 14.794533 -159.279480 3357.300049
75714 14.793217 -159.280319 3349.000000
75715 14.791903 -159.281158 3340.799805
75716 14.790590 -159.281982 3332.699951
75717 14.789278 -159.282822 3324.600098
75718 14.787968 -159.283661 3316.399902
75719 14.786658 -159.284485 3308.149902
75720 14.785350 -159.285309 3300.000000
75721 14.784043 -159.286148 3292.000000
75722 14.782738 -159.286972 3284.000000
75723 14.781433 -159.287796 3276.050049
75724 14.780128 -159.288635 3268.200195
75725 14.778826 -159.289459 3260.300049
75726 14.777525 -159.290283 3252.350098
75727 14.776226 -159.291107 3244.299805
75728 14.774930 -159.291931 3236.049805
75729 14.773634 -159.292755 3227.649902
75730 14.772340 -159.293579 3219.199951
75731 14.771047 -159.294403 3210.750000
75732 14.769754 -159.295227 3202.350098
75733 14.768463 -159.296051 3194.100098
75734 14.767174 -159.296860 3186.000000
75735 14.765884 -159.297684 3177.949951
75736 14.764599 -159.298492 3169.850098
75737 14.763312 -159.299316 3161.750000
75738 14.762028 -159.300140 3153.750000
75739 14.760744 -159.300934 3145.950195
75740 14.759462 -159.301758 3138.200195
75741 14.758182 -159.302582 3130.399902
75742 14.756903 -159.303375 3122.500000
75743 14.755625 -159.304199 3114.500000
75744 14.754349 -159.304993 3106.500000
75745 14.753073 -159.305817 3098.449951
75746 14.751799 -159.306610 3090.399902
75747 14.750525 -159.307434 3082.250000
75748 14.749252 -159.308228 3074.050049
75749 14.747982 -159.309052 3065.899902
75750 14.746712 -159.309845 3057.600098
75751 14.745442 -159.310638 3049.199951
75752 14.744175 -159.311462 3040.800049
75753 14.742908 -159.312256 3032.350098
75754 14.741642 -159.313049 3023.899902
75755 14.740377 -159.313858 3015.600098
75756 14.739115 -159.314667 3007.350098
75757 14.737852 -159.315460 2999.199951
75758 14.736589 -159.316254 2991.199951
75759 14.735329 -159.317047 2983.199951
75760 14.734070 -159.317841 2975.199951
75761 14.732811 -159.318634 2967.149902
75762 14.731554 -159.319427 2959.100098
75763 14.730299 -159.320221 2951.149902
75764 14.729045 -159.321030 2943.199951
75765 14.727793 -159.321823 2935.149902
75766 14.726542 -159.322617 2927.149902
75767 14.725292 -159.323410 2919.199951
75768 14.724041 -159.324188 2911.250000
75769 14.722792 -159.324982 2903.300049
75770 14.721544 -159.325775 2895.300049
75771 14.720299 -159.326569 2887.200195
75772 14.719054 -159.327362 2878.950195
75773 14.717810 -159.328140 2870.600098
75774 14.716567 -159.328934 2862.250000
75775 14.715326 -159.329712 2853.850098
75776 14.714085 -159.330505 2845.399902
75777 14.712846 -159.331299 2836.949951
75778 14.711607 -159.332062 2828.449951
75779 14.710367 -159.332855 2820.000000
75780 14.709129 -159.333649 2811.750000
75781 14.707895 -159.334412 2803.899902
75782 14.706661 -159.335205 2796.350098
75783 14.705429 -159.335968 2788.800049
75784 14.704199 -159.336761 2781.100098
75785 14.702970 -159.337524 2773.350098
75786 14.701741 -159.338318 2765.550049
75787 14.700514 -159.339081 2757.649902
75788 14.699289 -159.339874 2749.549805
75789 14.698065 -159.340637 2741.199951
75790 14.696840 -159.341431 2732.850098
75791 14.695617 -159.342194 2724.699951
75792 14.694393 -159.342987 2716.699951
75793 14.693171 -159.343750 2708.750000
75794 14.691948 -159.344513 2700.850098
75795 14.690729 -159.345306 2692.899902
75796 14.689509 -159.346069 2684.850098
75797 14.688291 -159.346832 2676.600098
75798 14.687073 -159.347626 2668.250000
75799 14.685857 -159.348389 2659.950195
75800 14.684641 -159.349152 2651.700195
75801 14.683427 -159.349930 2643.500000
75802 14.682215 -159.350708 2635.350098
75803 14.681004 -159.351471 2627.300049
75804 14.679792 -159.352234 2619.350098
75805 14.678583 -159.353012 2611.600098
75806 14.677374 -159.353790 2603.850098
75807 14.676163 -159.354553 2596.100098
75808 14.674953 -159.355316 2588.399902
75809 14.673746 -159.356079 2580.550049
75810 14.672537 -159.356857 2572.500000
75811 14.671329 -159.357620 2564.250000
75812 14.670124 -159.358383 2556.000000
75813 14.668917 -159.359146 2547.699951
75814 14.667711 -159.359909 2539.399902
75815 14.666506 -159.360672 2531.100098
75816 14.665301 -159.361435 2522.699951
75817 14.664099 -159.362198 2514.300049
75818 14.662896 -159.362976 2506.100098
75819 14.661695 -159.363739 2497.850098
75820 14.660495 -159.364502 2489.399902
75821 14.659296 -159.365265 2481.000000
75822 14.658096 -159.366028 2472.950195
75823 14.656898 -159.366791 2465.250000
75824 14.655701 -159.367554 2457.500000
75825 14.654505 -159.368317 2449.600098
75826 14.653309 -159.369080 2441.500000
75827 14.652116 -159.369843 2433.299805
75828 14.650925 -159.370605 2425.199951
75829 14.649733 -159.371384 2417.149902
75830 14.648541 -159.372147 2409.000000
75831 14.647350 -159.372910 2400.799805
75832 14.646160 -159.373688 2392.500000
75833 14.644970 -159.374451 2384.050049
75834 14.643780 -159.375214 2375.600098
75835 14.642590 -159.375977 2367.199951
75836 14.641401 -159.376740 2358.750000
75837 14.640213 -159.377502 2350.350098
75838 14.639027 -159.378265 2342.199951
75839 14.637842 -159.379028 2334.299805
75840 14.636658 -159.379791 2326.600098
75841 14.635475 -159.380554 2319.149902
75842 14.634293 -159.381332 2311.850098
75843 14.633114 -159.382095 2304.350098
75844 14.631933 -159.382874 2296.550049
75845 14.630753 -159.383636 2288.450195
75846 14.629570 -159.384399 2280.149902
75847 14.628389 -159.385162 2271.850098
75848 14.627207 -159.385910 2263.549805
75849 14.626023 -159.386673 2255.199951
75850 14.624842 -159.387436 2246.899902
75851 14.623659 -159.388184 2238.600098
75852 14.622478 -159.388947 2230.299805
75853 14.621298 -159.389709 2222.199951
75854 14.620119 -159.390472 2214.250000
75855 14.618940 -159.391235 2206.350098
75856 14.617764 -159.391998 2198.449951
75857 14.616587 -159.392761 2190.500000
75858 14.615411 -159.393524 2182.500000
75859 14.614235 -159.394287 2174.550049
75860 14.613059 -159.395050 2166.600098
75861 14.611884 -159.395798 2158.550049
75862 14.610708 -159.396561 2150.500000
75863 14.609532 -159.397308 2142.399902
75864 14.608357 -159.398071 2134.250000
75865 14.607182 -159.398834 2126.100098
75866 14.606007 -159.399597 2117.899902
75867 14.604833 -159.400345 2109.750000
75868 14.603658 -159.401093 2101.750000
75869 14.602484 -159.401855 2093.800049
75870 14.601310 -159.402618 2085.850098
75871 14.600137 -159.403366 2077.899902
75872 14.598963 -159.404114 2069.850098
75873 14.597790 -159.404877 2061.750000
75874 14.596618 -159.405609 2053.600098
75875 14.595448 -159.406372 2045.349976
75876 14.594278 -159.407135 2037.050049
75877 14.593109 -159.407867 2028.750000
75878 14.591940 -159.408630 2020.449951
75879 14.590773 -159.409393 2012.100098
75880 14.589603 -159.410126 2003.800049
75881 14.588436 -159.410889 1995.550049
75882 14.587269 -159.411621 1987.400024
75883 14.586102 -159.412384 1979.400024
75884 14.584933 -159.413116 1971.449951
75885 14.583767 -159.413879 1963.599976
75886 14.582600 -159.414612 1955.849976
75887 14.581433 -159.415375 1948.150024
75888 14.580267 -159.416107 1940.449951
75889 14.579102 -159.416870 1932.699951
75890 14.577936 -159.417603 1924.800049
75891 14.576772 -159.418365 1916.600098
75892 14.575608 -159.419098 1908.250000
75893 14.574445 -159.419861 1899.949951
75894 14.573281 -159.420593 1891.650024
75895 14.572117 -159.421326 1883.449951
75896 14.570953 -159.422089 1875.300049
75897 14.569789 -159.422821 1867.149902
75898 14.568624 -159.423584 1859.099976
75899 14.567462 -159.424316 1851.050049
75900 14.566298 -159.425049 1842.849976
75901 14.565137 -159.425812 1834.550049
75902 14.563976 -159.426544 1826.199951
75903 14.562815 -159.427307 1817.800049
75904 14.561654 -159.428040 1809.500000
75905 14.560493 -159.428772 1801.550049
75906 14.559335 -159.429535 1793.949951
75907 14.558175 -159.430267 1786.399902
75908 14.557016 -159.431015 1778.750000
75909 14.555858 -159.431763 1770.949951
75910 14.554699 -159.432495 1763.050049
75911 14.553538 -159.433228 1755.149902
75912 14.552380 -159.433975 1747.149902
75913 14.551221 -159.434708 1739.050049
75914 14.550062 -159.435455 1730.800049
75915 14.548904 -159.436188 1722.449951
75916 14.547747 -159.436920 1714.000000
75917 14.546589 -159.437653 1705.399902
75918 14.545431 -159.438385 1697.050049
75919 14.544273 -159.439133 1688.800049
75920 14.543118 -159.439865 1680.599976
75921 14.541960 -159.440598 1672.649902
75922 14.540804 -159.441330 1664.750000
75923 14.539648 -159.442062 1657.000000
75924 14.538494 -159.442795 1649.500000
75925 14.537339 -159.443542 1642.100098
75926 14.536184 -159.444275 1634.449951
75927 14.535032 -159.445007 1626.500000
75928 14.533878 -159.445740 1618.250000
75929 14.532724 -159.446472 1609.800049
75930 14.531572 -159.447189 1601.399902
75931 14.530418 -159.447922 1593.399902
75932 14.529264 -159.448654 1585.849976
75933 14.528112 -159.449387 1578.349976
75934 14.526960 -159.450119 1570.750000
75935 14.525811 -159.450851 1562.800049
75936 14.524662 -159.451584 1554.550049
75937 14.523513 -159.452316 1546.050049
75938 14.522364 -159.453049 1537.649902
75939 14.521214 -159.453781 1529.599976
75940 14.520064 -159.454498 1521.800049
75941 14.518915 -159.455231 1514.150024
75942 14.517766 -159.455963 1506.150024
75943 14.516618 -159.456696 1497.849976
75944 14.515471 -159.457413 1489.599976
75945 14.514324 -159.458145 1481.400024
75946 14.513178 -159.458862 1473.400024
75947 14.512033 -159.459595 1465.599976
75948 14.510889 -159.460327 1458.099976
75949 14.509745 -159.461060 1450.750000
75950 14.508600 -159.461777 1443.349976
75951 14.507456 -159.462509 1435.849976
75952 14.506313 -159.463226 1428.000000
75953 14.505171 -159.463959 1420.000000
75954 14.504028 -159.464691 1411.949951
75955 14.502888 -159.465408 1403.699951
75956 14.501745 -159.466141 1395.500000
75957 14.500605 -159.466858 1387.650024
75958 14.499462 -159.467590 1380.100098
75959 14.498320 -159.468307 1372.750000
75960 14.497177 -159.469025 1365.500000
75961 14.496035 -159.469757 1358.150024
75962 14.494892 -159.470459 1350.350098
75963 14.493750 -159.471191 1342.150024
75964 14.492607 -159.471909 1333.900024
75965 14.491467 -159.472626 1325.699951
75966 14.490324 -159.473358 1317.800049
75967 14.489182 -159.474060 1310.500000
75968 14.488037 -159.474792 1303.199951
75969 14.486893 -159.475494 1295.449951
75970 14.485749 -159.476227 1287.750000
75971 14.484606 -159.476929 1280.199951
75972 14.483464 -159.477661 1272.650024
